state,occupation,employee_count,annual_mean_pay,hourly_mean_pay
AL,Helpers--Electricians,2010,28530,13.71
AL,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",120,23080,11.10
AL,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1110,26970,12.97
AL,Helpers--Roofers,180,27240,13.10
AL,"Helpers, Construction Trades, All Other",440,27880,13.40
AL,Construction and Building Inspectors,1370,55230,26.55
AL,Elevator Installers and Repairers,210,68030,32.71
AL,Fence Erectors,500,24600,11.83
AL,Hazardous Materials Removal Workers,640,43720,21.02
AL,Highway Maintenance Workers,3410,30150,14.50
AL,Rail-Track Laying and Maintenance Equipment Operators,190,45170,21.72
AL,Septic Tank Servicers and Sewer Pipe Cleaners,250,35560,17.10
AL,Miscellaneous Construction and Related Workers,930,38500,18.51
AL,"Rotary Drill Operators, Oil and Gas",40,42450,20.41
AL,"Service Unit Operators, Oil, Gas, and Mining",70,49550,23.82
AL,"Earth Drillers, Except Oil and Gas",290,38550,18.53
AL,"Explosives Workers, Ordnance Handling Experts, and Blasters",90,50440,24.25
AL,Mine Cutting and Channeling Machine Operators,310,52250,25.12
AL,"Roustabouts, Oil and Gas",,45810,22.03
AL,Helpers--Extraction Workers,250,55580,26.72
AL,"Extraction Workers, All Other",190,46380,22.30
AL,"Installation, Maintenance, and Repair Occupations",93170,46120,22.17
AL,"First-Line Supervisors of Mechanics, Installers, and Repairers",8510,64120,30.83
AL,"Computer, Automated Teller, and Office Machine Repairers",1860,38740,18.63
AL,"Radio, Cellular, and Tower Equipment Installers and Repairers",490,40690,19.56
AL,"Telecommunications Equipment Installers and Repairers, Except Line Installers",4110,57270,27.53
AL,Avionics Technicians,750,55370,26.62
AL,"Electric Motor, Power Tool, and Related Repairers",440,45470,21.86
AL,"Electrical and Electronics Installers and Repairers, Transportation Equipment",220,55130,26.50
AL,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1470,57750,27.77
AL,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",770,74160,35.65
AL,"Electronic Equipment Installers and Repairers, Motor Vehicles",100,30020,14.43
AL,Electronic Home Entertainment Equipment Installers and Repairers,200,31120,14.96
AL,Security and Fire Alarm Systems Installers,1080,43300,20.82
AL,Automotive Body and Related Repairers,2090,42960,20.65
AL,Automotive Glass Installers and Repairers,520,38190,18.36
AL,Automotive Service Technicians and Mechanics,8170,41050,19.74
AL,Bus and Truck Mechanics and Diesel Engine Specialists,5080,43830,21.07
AL,Farm Equipment Mechanics and Service Technicians,550,46350,22.29
AL,"Mobile Heavy Equipment Mechanics, Except Engines",2290,50000,24.04
AL,Rail Car Repairers,270,49690,23.89
AL,Motorboat Mechanics and Service Technicians,520,33600,16.16
AL,Motorcycle Mechanics,300,35680,17.15
AL,Outdoor Power Equipment and Other Small Engine Mechanics,730,34700,16.68
AL,Recreational Vehicle Service Technicians,200,36010,17.31
AL,Tire Repairers and Changers,2480,26520,12.75
AL,Mechanical Door Repairers,140,34150,16.42
AL,"Control and Valve Installers and Repairers, Except Mechanical Door",980,45160,21.71
AL,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",5520,41020,19.72
AL,Home Appliance Repairers,300,37630,18.09
AL,Industrial Machinery Mechanics,11750,50230,24.15
AL,"Maintenance Workers, Machinery",1310,40300,19.37
AL,Millwrights,1150,46500,22.36
AL,"Refractory Materials Repairers, Except Brickmasons",60,50840,24.44
AL,Electrical Power-Line Installers and Repairers,3140,65120,31.31
AL,Telecommunications Line Installers and Repairers,1150,42940,20.64
AL,Medical Equipment Repairers,830,47840,23.00
AL,Musical Instrument Repairers and Tuners,140,31480,15.13
AL,Watch Repairers,,29390,14.13
AL,"Precision Instrument and Equipment Repairers, All Other",200,51880,24.94
AL,"Maintenance and Repair Workers, General",14270,37520,18.04
AL,"Coin, Vending, and Amusement Machine Servicers and Repairers",650,35530,17.08
AL,Commercial Divers,90,56410,27.12
AL,Locksmiths and Safe Repairers,370,31780,15.28
AL,Manufactured Building and Mobile Home Installers,,37980,18.26
AL,Riggers,270,44160,21.23
AL,"Helpers--Installation, Maintenance, and Repair Workers",2490,27160,13.06
AL,"Installation, Maintenance, and Repair Workers, All Other",2600,38210,18.37
AL,Production Occupations,218860,35850,17.24
AL,First-Line Supervisors of Production and Operating Workers,13570,60840,29.25
AL,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",1130,50830,24.44
AL,"Coil Winders, Tapers, and Finishers",340,39510,18.99
AL,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",3810,32970,15.85
AL,Engine and Other Machine Assemblers,1620,49550,23.82
AL,Structural Metal Fabricators and Fitters,2900,40360,19.40
AL,Fiberglass Laminators and Fabricators,410,29370,14.12
AL,"Assemblers and Fabricators, All Other, Including Team Assemblers",37700,34320,16.50
AL,Bakers,1310,28100,13.51
AL,Butchers and Meat Cutters,1660,30900,14.85
AL,"Meat, Poultry, and Fish Cutters and Trimmers",11700,22930,11.02
AL,Slaughterers and Meat Packers,3390,21740,10.45
AL,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",300,27860,13.39
AL,Food Batchmakers,920,29170,14.02
AL,Food Cooking Machine Operators and Tenders,850,26750,12.86
AL,"Food Processing Workers, All Other",960,28780,13.84
AL,"Computer-Controlled Machine Tool Operators, Metal and Plastic",1730,38170,18.35
AL,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",460,45620,21.93
AL,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2550,28830,13.86
AL,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1400,37870,18.21
AL,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1330,31700,15.24
AL,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",5970,32580,15.66
AL,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",690,41480,19.94
AL,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1790,34190,16.44
AL,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",370,35440,17.04
AL,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",,47000,22.60
AL,Machinists,5690,44550,21.42
AL,Metal-Refining Furnace Operators and Tenders,1650,37070,17.82
AL,"Pourers and Casters, Metal",320,46530,22.37
AL,"Patternmakers, Metal and Plastic",230,42390,20.38
AL,Foundry Mold and Coremakers,,36940,17.76
AL,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",4390,33950,16.32
AL,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2540,34040,16.37
AL,Tool and Die Makers,870,52400,25.19
AL,"Welders, Cutters, Solderers, and Brazers",9580,41050,19.74
AL,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",910,35540,17.09
AL,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",190,39660,19.07
AL,"Layout Workers, Metal and Plastic",620,30730,14.77
AL,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",660,32200,15.48
AL,"Tool Grinders, Filers, and Sharpeners",280,31840,15.31
AL,"Metal Workers and Plastic Workers, All Other",700,40080,19.27
AL,Prepress Technicians and Workers,300,33710,16.21
AL,Printing Press Operators,2010,30740,14.78
AL,Print Binding and Finishing Workers,310,34430,16.55
AL,Laundry and Dry-Cleaning Workers,2820,21960,10.56
AL,"Pressers, Textile, Garment, and Related Materials",790,20720,9.96
AL,Sewing Machine Operators,2840,23960,11.52
AL,"Sewers, Hand",,31260,15.03
AL,"Tailors, Dressmakers, and Custom Sewers",210,28990,13.94
AL,Textile Bleaching and Dyeing Machine Operators and Tenders,130,30020,14.43
AL,"Textile Cutting Machine Setters, Operators, and Tenders",300,22710,10.92
AL,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1040,28140,13.53
AL,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2320,30470,14.65
AL,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",840,34840,16.75
AL,Upholsterers,190,33850,16.27
AL,"Textile, Apparel, and Furnishings Workers, All Other",520,26650,12.81
AL,Cabinetmakers and Bench Carpenters,2810,29610,14.24
AL,Furniture Finishers,400,28510,13.71
AL,"Sawing Machine Setters, Operators, and Tenders, Wood",2920,29460,14.16
AL,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1860,28600,13.75
AL,"Woodworkers, All Other",350,27520,13.23
AL,Power Distributors and Dispatchers,480,86670,41.67
AL,Power Plant Operators,660,70890,34.08
AL,Stationary Engineers and Boiler Operators,300,47500,22.84
AL,Water and Wastewater Treatment Plant and System Operators,1950,43890,21.10
AL,Chemical Plant and System Operators,800,68800,33.08
AL,Gas Plant Operators,310,70950,34.11
AL,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",470,52630,25.30
AL,"Plant and System Operators, All Other",50,53280,25.62
AL,Chemical Equipment Operators and Tenders,2470,56240,27.04
AL,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",290,38030,18.28
AL,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1070,39750,19.11
AL,"Grinding and Polishing Workers, Hand",960,30920,14.87
AL,"Mixing and Blending Machine Setters, Operators, and Tenders",2110,38630,18.57
AL,"Cutters and Trimmers, Hand",300,26540,12.76
AL,"Cutting and Slicing Machine Setters, Operators, and Tenders",1720,34030,16.36
AL,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2980,38970,18.74
AL,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",740,47750,22.96
AL,"Inspectors, Testers, Sorters, Samplers, and Weighers",11190,34960,16.81
AL,Jewelers and Precious Stone and Metal Workers,360,41320,19.86
AL,Dental Laboratory Technicians,850,36540,17.57
AL,Medical Appliance Technicians,120,47070,22.63
AL,Ophthalmic Laboratory Technicians,110,29230,14.05
AL,Packaging and Filling Machine Operators and Tenders,2970,29130,14.01
AL,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1940,32610,15.68
AL,"Painters, Transportation Equipment",1050,42240,20.31
AL,"Painting, Coating, and Decorating Workers",520,34040,16.37
AL,Adhesive Bonding Machine Operators and Tenders,250,32490,15.62
AL,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",380,27780,13.35
AL,Cooling and Freezing Equipment Operators and Tenders,320,29510,14.19
AL,Etchers and Engravers,40,40650,19.54
AL,"Molders, Shapers, and Casters, Except Metal and Plastic",210,32960,15.85
AL,"Paper Goods Machine Setters, Operators, and Tenders",3430,44340,21.32
AL,Tire Builders,2070,48380,23.26
AL,Helpers--Production Workers,16710,26440,12.71
AL,"Production Workers, All Other",5980,28700,13.80
AL,Transportation and Material Moving Occupations,148700,33480,16.10
AL,Aircraft Cargo Handling Supervisors,,45050,21.66
AL,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",6800,54900,26.39
AL,"Airline Pilots, Copilots, and Flight Engineers",310,103750,
VA,"Social Work Teachers, Postsecondary",310,,
AL,Commercial Pilots,1150,91100,
AL,Air Traffic Controllers,250,94370,45.37
AL,Airfield Operations Specialists,50,56490,27.16
AL,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",440,24890,11.97
AL,"Bus Drivers, Transit and Intercity",1600,30510,14.67
AL,"Bus Drivers, School or Special Client",9520,18720,9.00
AL,Driver/Sales Workers,4340,32800,15.77
AL,Heavy and Tractor-Trailer Truck Drivers,32170,40580,19.51
AL,Light Truck or Delivery Services Drivers,14650,30910,14.86
AL,Taxi Drivers and Chauffeurs,1400,23800,11.44
AL,"Motor Vehicle Operators, All Other",580,37990,18.27
AL,Locomotive Engineers,830,64670,31.09
AL,Locomotive Firers,,66810,32.12
AL,"Rail Yard Engineers, Dinkey Operators, and Hostlers",130,56960,27.38
AL,"Railroad Brake, Signal, and Switch Operators",120,48250,23.20
AL,Railroad Conductors and Yardmasters,1000,61850,29.73
AL,Sailors and Marine Oilers,270,38890,18.70
AL,"Captains, Mates, and Pilots of Water Vessels",200,79750,38.34
AL,Motorboat Operators,30,47270,22.73
AL,Parking Lot Attendants,600,22040,10.59
AL,Automotive and Watercraft Service Attendants,1620,23960,11.52
AL,"Transportation Workers, All Other",240,29220,14.05
AL,Conveyor Operators and Tenders,190,39280,18.89
AL,Crane and Tower Operators,1030,48550,23.34
AL,Excavating and Loading Machine and Dragline Operators,880,41620,20.01
AL,"Loading Machine Operators, Underground Mining",100,44080,21.19
AL,Hoist and Winch Operators,100,42010,20.20
AL,Industrial Truck and Tractor Operators,9010,33520,16.12
AL,Cleaners of Vehicles and Equipment,5400,23990,11.53
AL,"Laborers and Freight, Stock, and Material Movers, Hand",40510,27140,13.05
AL,Machine Feeders and Offbearers,1440,32090,15.43
AL,"Packers and Packagers, Hand",7520,25010,12.02
AL,"Pump Operators, Except Wellhead Pumpers",50,54960,26.42
AL,Refuse and Recyclable Material Collectors,2450,31080,14.94
AL,"Tank Car, Truck, and Ship Loaders",840,39070,18.78
AL,"Material Moving Workers, All Other",110,40260,19.35
AK,All Occupations,315250,58710,28.22
AK,Management Occupations,19780,109310,52.55
AK,Chief Executives,690,179630,86.36
AK,General and Operations Managers,6790,112580,54.13
AK,Legislators,120,45340,
AK,Advertising and Promotions Managers,50,96180,46.24
AK,Marketing Managers,200,101750,48.92
AK,Sales Managers,440,109210,52.50
AK,Public Relations and Fundraising Managers,160,106380,51.14
AK,Administrative Services Managers,840,95470,45.90
AK,Computer and Information Systems Managers,440,107610,51.74
AK,Financial Managers,1000,110010,52.89
AK,Industrial Production Managers,160,121790,58.55
AK,Purchasing Managers,130,106570,51.23
AK,"Transportation, Storage, and Distribution Managers",800,95160,45.75
AK,Compensation and Benefits Managers,40,101670,48.88
AK,Human Resources Managers,250,116870,56.19
AK,Training and Development Managers,110,98200,47.21
AK,Construction Managers,1150,115580,55.57
AK,"Education Administrators, Preschool and Childcare Center/Program",140,57760,27.77
AK,"Education Administrators, Elementary and Secondary School",730,107720,
AK,"Education Administrators, Postsecondary",170,102790,49.42
AK,"Education Administrators, All Other",150,75100,36.11
AK,Architectural and Engineering Managers,440,151640,72.91
AK,Food Service Managers,410,68390,32.88
AK,Lodging Managers,200,74930,36.02
AK,Medical and Health Services Managers,1100,114670,55.13
AK,Natural Sciences Managers,420,106010,50.97
AK,Postmasters and Mail Superintendents,150,50850,24.45
AK,"Property, Real Estate, and Community Association Managers",330,80630,38.76
AK,Social and Community Service Managers,570,73410,35.30
AK,Emergency Management Directors,120,85120,40.92
AK,"Managers, All Other",1410,118650,57.05
AK,Business and Financial Operations Occupations,12800,77040,37.04
AK,Buyers and Purchasing Agents,900,70870,34.07
AK,"Claims Adjusters, Examiners, and Investigators",220,73370,35.27
AK,Compliance Officers,660,80840,38.86
AK,Cost Estimators,260,83450,40.12
AK,Human Resources Specialists,920,71160,34.21
AK,Labor Relations Specialists,180,83200,40.00
AK,Logisticians,320,86860,41.76
AK,Management Analysts,580,94680,45.52
AK,"Meeting, Convention, and Event Planners",70,50830,24.44
AK,Fundraisers,150,50730,24.39
AK,"Compensation, Benefits, and Job Analysis Specialists",180,73500,35.34
AK,Training and Development Specialists,780,49310,23.71
AK,Market Research Analysts and Marketing Specialists,310,69880,33.60
AK,"Business Operations Specialists, All Other",2480,82160,39.50
AK,Accountants and Auditors,2090,82920,39.86
AK,Appraisers and Assessors of Real Estate,130,76080,36.58
AK,Budget Analysts,310,79650,38.29
AK,Financial Analysts,460,101720,48.90
AK,Personal Financial Advisors,90,93530,44.97
AK,Insurance Underwriters,150,67430,32.42
AK,Financial Examiners,40,71830,34.53
AK,Loan Officers,770,71120,34.19
AK,"Tax Examiners and Collectors, and Revenue Agents",80,89450,43.00
AK,Tax Preparers,260,55760,26.81
AK,"Financial Specialists, All Other",,68040,32.71
AK,Computer and Mathematical Occupations,5280,80280,38.60
AK,Computer Systems Analysts,670,70390,33.84
AK,Information Security Analysts,70,105280,50.61
AK,Computer Programmers,620,86080,41.39
AK,"Software Developers, Applications",360,104970,50.47
AK,"Software Developers, Systems Software",170,110080,52.92
AK,Web Developers,150,59990,28.84
AK,Database Administrators,210,79600,38.27
AK,Network and Computer Systems Administrators,940,82980,39.89
