st,occupation,tot_emp,hr_mean,avg_mean
WY,"Child, Family, and School Social Workers",770,24.14,"50,200"
WY,Healthcare Social Workers,160,27.53,"57,270"
WY,Mental Health and Substance Abuse Social Workers,200,23.88,"49,660"
WY,"Social Workers, All Other",160,27.22,"56,620"
WY,Health Educators,160,23.36,"48,590"
WY,Probation Officers and Correctional Treatment Specialists,170,23.46,"48,790"
WY,Social and Human Service Assistants,770,16.69,"34,710"
WY,Community Health Workers,60,23.19,"48,230"
WY,"Community and Social Service Specialists, All Other",160,21.88,"45,510"
WY,Clergy,40,27.76,"57,740"
WY,Legal Occupations,"1,630",36.29,"75,490"
WY,Lawyers,790,50.77,"105,600"
WY,Paralegals and Legal Assistants,480,22.49,"46,770"
WY,"Title Examiners, Abstractors, and Searchers",250,23.13,"48,120"
WY,"Legal Support Workers, All Other",70,16.29,"33,880"
WY,"Education, Training, and Library Occupations","19,500",23.75,"49,400"
WY,"Business Teachers, Postsecondary",120,*,"86,640"
WY,"Computer Science Teachers, Postsecondary",30,*,"75,900"
WY,"Mathematical Science Teachers, Postsecondary",160,*,"61,430"
WY,"Engineering Teachers, Postsecondary",110,*,"97,480"
WY,"Agricultural Sciences Teachers, Postsecondary",60,*,"82,730"
WY,"Biological Science Teachers, Postsecondary",110,*,"79,770"
WY,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40,*,"94,260"
WY,"Chemistry Teachers, Postsecondary",40,*,"79,970"
WY,"Political Science Teachers, Postsecondary",40,*,"62,590"
WY,"Psychology Teachers, Postsecondary",40,*,"68,110"
WY,"Health Specialties Teachers, Postsecondary",170,*,"80,610"
WY,"Nursing Instructors and Teachers, Postsecondary",120,*,"69,720"
WY,"Education Teachers, Postsecondary",80,*,"71,700"
WY,"Criminal Justice and Law Enforcement Teachers, Postsecondary",40,*,"63,210"
WY,"Art, Drama, and Music Teachers, Postsecondary",180,*,"61,490"
WY,"Communications Teachers, Postsecondary",40,*,"66,780"
WY,"English Language and Literature Teachers, Postsecondary",100,*,"61,140"
WY,"Recreation and Fitness Studies Teachers, Postsecondary",30,*,"61,250"
WY,"Vocational Education Teachers, Postsecondary",200,30.05,"62,500"
WY,"Postsecondary Teachers, All Other",370,*,"52,800"
WY,"Preschool Teachers, Except Special Education",820,15.68,"32,610"
WY,"Kindergarten Teachers, Except Special Education",430,*,"57,390"
WY,"Elementary School Teachers, Except Special Education","2,600",*,"58,940"
WY,"Middle School Teachers, Except Special and Career/Technical Education","1,120",*,"60,750"
WY,"Career/Technical Education Teachers, Middle School",50,*,"60,360"
WY,"Secondary School Teachers, Except Special and Career/Technical Education","1,850",*,"60,620"
WY,"Career/Technical Education Teachers, Secondary School",240,*,"59,330"
WY,"Special Education Teachers, Preschool",80,*,"64,120"
WY,"Special Education Teachers, Kindergarten and Elementary School",600,*,"60,790"
WY,"Special Education Teachers, Middle School",260,*,"60,380"
WY,"Special Education Teachers, Secondary School",370,*,"60,160"
WY,Adult Basic and Secondary Education and Literacy Teachers and Instructors,70,21.65,"45,040"
WY,Self-Enrichment Education Teachers,640,21.51,"44,730"
WY,"Teachers and Instructors, All Other, Except Substitute Teachers",310,*,"51,080"
WY,Substitute Teachers,"2,400",14.86,"30,910"
WY,Curators,100,21.52,"44,750"
WY,Museum Technicians and Conservators,60,18.88,"39,280"
WY,Librarians,350,26.49,"55,100"
WY,Library Technicians,440,16.27,"33,840"
WY,Farm and Home Management Advisors,150,26.90,"55,960"
WY,Instructional Coordinators,270,32.35,"67,300"
WY,Teacher Assistants,"3,610",*,"31,310"
WY,"Education, Training, and Library Workers, All Other",280,20.03,"41,670"
WY,"Arts, Design, Entertainment, Sports, and Media Occupations","2,730",20.65,"42,940"
WY,Craft Artists,40,15.22,"31,670"
WY,Floral Designers,140,12.48,"25,950"
WY,Graphic Designers,260,18.51,"38,490"
WY,Interior Designers,40,29.11,"60,550"
WY,Merchandise Displayers and Window Trimmers,140,13.81,"28,730"
WY,Producers and Directors,90,22.08,"45,930"
WY,Coaches and Scouts,540,*,"43,730"
WY,Choreographers,120,16.83,"35,000"
WY,Radio and Television Announcers,80,18.07,"37,590"
WY,Reporters and Correspondents,160,14.86,"30,900"
WY,Public Relations Specialists,410,28.09,"58,430"
WY,Editors,110,23.82,"49,550"
WY,Technical Writers,30,30.77,"64,010"
WY,Interpreters and Translators,30,23.44,"48,750"
WY,Audio and Video Equipment Technicians,70,19.84,"41,260"
WY,Broadcast Technicians,150,21.95,"45,660"
WY,Photographers,80,18.32,"38,100"
WY,Healthcare Practitioners and Technical Occupations,"14,690",38.67,"80,430"
WY,Chiropractors,100,34.49,"71,740"
WY,"Dentists, General",260,60.15,"125,120"
WY,Dietitians and Nutritionists,80,30.35,"63,120"
WY,Optometrists,80,65.01,"135,220"
WY,Pharmacists,590,56.59,"117,700"
WY,Anesthesiologists,60,103.80,"215,910"
WY,Family and General Practitioners,270,107.09,"222,750"
WY,"Internists, General",60,132.38,"275,350"
WY,Obstetricians and Gynecologists,60,127.49,"265,190"
WY,"Pediatricians, General",50,101.96,"212,070"
WY,Surgeons,90,#,#
WY,"Physicians and Surgeons, All Other",440,112.79,"234,610"
WY,Physician Assistants,220,56.20,"116,890"
WY,Occupational Therapists,320,39.43,"82,010"
WY,Physical Therapists,460,42.07,"87,510"
WY,Recreational Therapists,40,24.12,"50,170"
WY,Respiratory Therapists,200,27.87,"57,960"
WY,Speech-Language Pathologists,290,38.69,"80,470"
WY,Veterinarians,200,40.11,"83,420"
WY,Registered Nurses,"5,010",32.38,"67,360"
WY,Nurse Practitioners,290,55.78,"116,030"
WY,Audiologists,**,35.97,"74,810"
WY,"Health Diagnosing and Treating Practitioners, All Other",50,*,*
WY,Clinical Laboratory Technologists and Technicians,510,25.76,"53,570"
WY,Dental Hygienists,440,33.47,"69,620"
WY,Cardiovascular Technologists and Technicians,60,26.02,"54,110"
WY,Diagnostic Medical Sonographers,70,31.78,"66,090"
WY,Nuclear Medicine Technologists,60,35.39,"73,620"
WY,Radiologic Technologists,400,27.75,"57,720"
WY,Magnetic Resonance Imaging Technologists,30,30.98,"64,430"
WY,Emergency Medical Technicians and Paramedics,770,16.41,"34,120"
WY,Pharmacy Technicians,590,18.01,"37,460"
WY,Surgical Technologists,200,20.88,"43,430"
WY,Veterinary Technologists and Technicians,210,15.20,"31,620"
WY,Licensed Practical and Licensed Vocational Nurses,590,22.49,"46,790"
WY,Medical Records and Health Information Technicians,350,20.24,"42,090"
WY,"Opticians, Dispensing",260,14.83,"30,840"
WY,"Health Technologists and Technicians, All Other",50,24.58,"51,120"
WY,Occupational Health and Safety Specialists,420,36.92,"76,790"
WY,Occupational Health and Safety Technicians,40,31.76,"66,070"
WY,Athletic Trainers,50,*,"48,960"
WY,"Healthcare Practitioners and Technical Workers, All Other",40,29.69,"61,750"
WY,Healthcare Support Occupations,"6,510",15.83,"32,940"
WY,Home Health Aides,630,13.49,"28,060"
WY,Nursing Assistants,"3,310",14.86,"30,910"
WY,Orderlies,50,17.26,"35,910"
WY,Occupational Therapy Assistants,150,25.10,"52,200"
WY,Physical Therapist Assistants,140,27.17,"56,520"
WY,Physical Therapist Aides,100,12.54,"26,080"
WY,Massage Therapists,110,20.70,"43,060"
WY,Dental Assistants,610,16.93,"35,220"
WY,Medical Assistants,660,16.26,"33,830"
WY,Medical Equipment Preparers,90,18.70,"38,890"
WY,Medical Transcriptionists,60,18.98,"39,470"
WY,Veterinary Assistants and Laboratory Animal Caretakers,190,14.04,"29,190"
WY,Phlebotomists,230,15.46,"32,160"
WY,"Healthcare Support Workers, All Other",150,19.49,"40,530"
WY,Protective Service Occupations,"5,900",21.89,"45,520"
WY,First-Line Supervisors of Correctional Officers,100,30.25,"62,920"
WY,First-Line Supervisors of Police and Detectives,300,37.40,"77,790"
WY,First-Line Supervisors of Fire Fighting and Prevention Workers,120,35.60,"74,050"
WY,"First-Line Supervisors of Protective Service Workers, All Other",180,23.73,"49,350"
WY,Firefighters,540,21.06,"43,810"
WY,Correctional Officers and Jailers,830,20.33,"42,290"
WY,Detectives and Criminal Investigators,140,39.30,"81,750"
WY,Fish and Game Wardens,80,27.82,"57,870"
WY,Police and Sheriff's Patrol Officers,"1,130",26.47,"55,050"
WY,Animal Control Workers,60,18.43,"38,330"
WY,Security Guards,830,15.53,"32,310"
WY,Crossing Guards,190,16.62,"34,570"
WY,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",410,12.77,"26,560"
WY,Transportation Security Screeners,60,19.80,"41,190"
WY,"Protective Service Workers, All Other",840,17.96,"37,350"
WY,Food Preparation and Serving Related Occupations,"25,310",11.98,"24,920"
WY,Chefs and Head Cooks,170,26.25,"54,590"
WY,First-Line Supervisors of Food Preparation and Serving Workers,"2,280",16.47,"34,250"
WY,"Cooks, Fast Food",680,9.72,"20,210"
WY,"Cooks, Institution and Cafeteria","1,360",14.70,"30,580"
WY,"Cooks, Restaurant","3,060",14.30,"29,750"
WY,"Cooks, Short Order",290,10.76,"22,380"
WY,Food Preparation Workers,"1,330",11.43,"23,780"
WY,Bartenders,"2,290",10.60,"22,060"
WY,"Combined Food Preparation and Serving Workers, Including Fast Food","5,460",9.92,"20,640"
WY,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",670,10.02,"20,840"
WY,Waiters and Waitresses,"4,880",11.38,"23,670"
WY,"Food Servers, Nonrestaurant",210,10.77,"22,410"
WY,Dining Room and Cafeteria Attendants and Bartender Helpers,740,10.35,"21,520"
WY,Dishwashers,"1,100",11.31,"23,520"
WY,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",720,11.21,"23,310"
WY,"Food Preparation and Serving Related Workers, All Other",60,14.06,"29,250"
WY,Building and Grounds Cleaning and Maintenance Occupations,"11,120",14.39,"29,920"
WY,First-Line Supervisors of Housekeeping and Janitorial Workers,480,20.57,"42,790"
WY,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",260,22.85,"47,530"
WY,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","4,650",14.10,"29,340"
WY,Maids and Housekeeping Cleaners,"3,360",12.03,"25,020"
WY,Pest Control Workers,60,18.11,"37,670"
WY,Landscaping and Groundskeeping Workers,"1,990",15.81,"32,880"
WY,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",260,18.51,"38,500"
WY,"Grounds Maintenance Workers, All Other",60,13.15,"27,350"
WY,Personal Care and Service Occupations,"8,300",13.81,"28,730"
WY,First-Line Supervisors of Personal Service Workers,410,18.81,"39,120"
WY,Nonfarm Animal Caretakers,390,11.32,"23,550"
WY,"Ushers, Lobby Attendants, and Ticket Takers",90,10.49,"21,820"
WY,Amusement and Recreation Attendants,490,11.43,"23,760"
WY,Funeral Attendants,40,15.83,"32,920"
WY,"Morticians, Undertakers, and Funeral Directors",60,29.46,"61,280"
WY,"Hairdressers, Hairstylists, and Cosmetologists",440,14.43,"30,000"
WY,Manicurists and Pedicurists,60,10.63,"22,100"
WY,Skincare Specialists,70,23.49,"48,870"
WY,Baggage Porters and Bellhops,**,13.21,"27,490"
WY,Concierges,30,17.33,"36,040"
WY,Tour and Travel Guides,270,15.73,"32,720"
WY,Childcare Workers,"1,800",11.94,"24,840"
WY,Personal Care Aides,"2,420",12.87,"26,780"
WY,Fitness Trainers and Aerobics Instructors,640,16.64,"34,600"
WY,Recreation Workers,540,14.15,"29,420"
WY,Residential Advisors,240,16.77,"34,880"
WY,"Personal Care and Service Workers, All Other",**,18.27,"37,990"
WY,Sales and Related Occupations,"23,920",17.03,"35,410"
WY,First-Line Supervisors of Retail Sales Workers,"2,550",19.99,"41,580"
WY,First-Line Supervisors of Non-Retail Sales Workers,200,32.23,"67,030"
WY,Cashiers,"6,760",11.11,"23,100"
WY,Gaming Change Persons and Booth Cashiers,**,9.64,"20,050"
WY,Counter and Rental Clerks,930,15.26,"31,750"
WY,Parts Salespersons,900,17.88,"37,190"
WY,Retail Salespersons,"8,200",13.60,"28,280"
WY,Advertising Sales Agents,280,24.80,"51,580"
WY,Insurance Sales Agents,520,27.50,"57,190"
WY,"Securities, Commodities, and Financial Services Sales Agents",210,33.67,"70,030"
WY,Travel Agents,60,22.81,"47,440"
WY,"Sales Representatives, Services, All Other",670,25.29,"52,590"
WY,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",190,55.35,"115,130"
WY,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","1,950",32.18,"66,940"
WY,Real Estate Brokers,50,*,*
WY,Real Estate Sales Agents,150,36.33,"75,570"
WY,"Sales and Related Workers, All Other",100,19.33,"40,210"
WY,Office and Administrative Support Occupations,"34,250",17.91,"37,250"
WY,First-Line Supervisors of Office and Administrative Support Workers,"1,710",25.96,"53,990"
WY,"Switchboard Operators, Including Answering Service",50,14.69,"30,550"
WY,Bill and Account Collectors,210,18.20,"37,850"
WY,Billing and Posting Clerks,530,19.22,"39,970"
WY,"Bookkeeping, Accounting, and Auditing Clerks","2,980",18.69,"38,870"
WY,Payroll and Timekeeping Clerks,160,21.38,"44,470"
WY,Procurement Clerks,160,22.23,"46,230"
WY,Tellers,"1,000",13.85,"28,810"
WY,Brokerage Clerks,60,19.30,"40,140"
WY,"Court, Municipal, and License Clerks",660,18.90,"39,310"
WY,Customer Service Representatives,"1,560",17.50,"36,400"
WY,"Eligibility Interviewers, Government Programs",280,21.47,"44,650"
WY,File Clerks,140,11.79,"24,530"
WY,"Hotel, Motel, and Resort Desk Clerks","1,530",12.54,"26,090"
WY,"Interviewers, Except Eligibility and Loan",420,15.13,"31,470"
WY,"Library Assistants, Clerical",310,14.95,"31,090"
WY,Loan Interviewers and Clerks,480,18.81,"39,120"
WY,New Accounts Clerks,190,17.01,"35,380"
WY,Order Clerks,30,19.21,"39,960"
WY,"Human Resources Assistants, Except Payroll and Timekeeping",170,18.47,"38,420"
WY,Receptionists and Information Clerks,"1,070",13.94,"29,000"
WY,Reservation and Transportation Ticket Agents and Travel Clerks,150,10.53,"21,900"
WY,"Information and Record Clerks, All Other",360,18.74,"38,980"
WY,Cargo and Freight Agents,30,21.32,"44,340"
WY,"Police, Fire, and Ambulance Dispatchers",290,20.00,"41,590"
WY,"Dispatchers, Except Police, Fire, and Ambulance",250,20.82,"43,320"
WY,"Meter Readers, Utilities",60,23.93,"49,770"
WY,Postal Service Clerks,270,22.83,"47,500"
WY,Postal Service Mail Carriers,450,23.97,"49,860"
WY,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",140,24.23,"50,400"
WY,"Production, Planning, and Expediting Clerks",260,28.85,"60,020"
WY,"Shipping, Receiving, and Traffic Clerks",620,16.72,"34,770"
WY,Stock Clerks and Order Fillers,"3,170",15.23,"31,680"
WY,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",80,19.52,"40,610"
WY,Executive Secretaries and Executive Administrative Assistants,590,23.76,"49,410"
WY,Legal Secretaries,320,20.26,"42,140"
WY,Medical Secretaries,"1,460",16.71,"34,760"
WY,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","3,220",18.33,"38,130"
WY,Computer Operators,40,19.72,"41,010"
WY,Data Entry Keyers,110,14.32,"29,790"
WY,Insurance Claims and Policy Processing Clerks,640,17.40,"36,190"
WY,"Mail Clerks and Mail Machine Operators, Except Postal Service",210,12.23,"25,430"
WY,"Office Clerks, General","7,460",17.75,"36,930"
WY,"Office Machine Operators, Except Computer",70,13.54,"28,150"
WY,"Office and Administrative Support Workers, All Other",100,17.83,"37,090"
WY,"Farming, Fishing, and Forestry Occupations",540,15.68,"32,620"
WY,Agricultural Inspectors,100,14.70,"30,570"
WY,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",50,16.95,"35,260"
WY,"Farmworkers, Farm, Ranch, and Aquacultural Animals",300,14.13,"29,380"
WY,Logging Equipment Operators,50,21.03,"43,730"
WY,Construction and Extraction Occupations,"26,820",25.16,"52,340"
WY,First-Line Supervisors of Construction Trades and Extraction Workers,"2,700",36.16,"75,210"
WY,Boilermakers,310,33.39,"69,440"
WY,Brickmasons and Blockmasons,140,25.86,"53,800"
WY,Stonemasons,**,25.16,"52,340"
WY,Carpenters,"2,580",23.44,"48,750"
WY,Tile and Marble Setters,40,25.81,"53,670"
WY,Cement Masons and Concrete Finishers,490,20.10,"41,800"
WY,Construction Laborers,"3,110",17.38,"36,160"
WY,"Paving, Surfacing, and Tamping Equipment Operators",70,22.60,"47,000"
WY,Operating Engineers and Other Construction Equipment Operators,"4,240",28.02,"58,270"
WY,Drywall and Ceiling Tile Installers,220,20.21,"42,030"
WY,Electricians,"2,260",28.56,"59,400"
WY,Glaziers,220,19.44,"40,430"
WY,"Insulation Workers, Floor, Ceiling, and Wall",**,18.31,"38,090"
WY,"Insulation Workers, Mechanical",310,23.14,"48,120"
WY,"Painters, Construction and Maintenance",550,19.60,"40,780"
WY,Pipelayers,110,17.00,"35,360"
WY,"Plumbers, Pipefitters, and Steamfitters",880,25.75,"53,550"
WY,Roofers,360,18.56,"38,600"
WY,Sheet Metal Workers,280,20.69,"43,040"
WY,Structural Iron and Steel Workers,150,27.29,"56,760"
WY,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",170,16.81,"34,960"
WY,Helpers--Carpenters,100,18.06,"37,560"
WY,Helpers--Electricians,40,15.54,"32,310"
WY,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",30,13.89,"28,880"
WY,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",50,16.19,"33,680"
WY,"Helpers, Construction Trades, All Other",50,14.59,"30,340"
WY,Construction and Building Inspectors,190,26.51,"55,150"
WY,Fence Erectors,280,18.19,"37,840"
WY,Hazardous Materials Removal Workers,70,24.15,"50,240"
WY,Highway Maintenance Workers,810,20.06,"41,730"
WY,Rail-Track Laying and Maintenance Equipment Operators,100,31.66,"65,850"
WY,Septic Tank Servicers and Sewer Pipe Cleaners,110,21.25,"44,190"
WY,Miscellaneous Construction and Related Workers,30,21.99,"45,740"
WY,"Derrick Operators, Oil and Gas",260,26.46,"55,040"
WY,"Rotary Drill Operators, Oil and Gas",250,29.57,"61,510"
WY,"Service Unit Operators, Oil, Gas, and Mining","1,800",26.64,"55,410"
WY,"Earth Drillers, Except Oil and Gas",110,23.96,"49,830"
WY,"Explosives Workers, Ordnance Handling Experts, and Blasters",190,31.63,"65,800"
WY,Continuous Mining Machine Operators,210,37.60,"78,210"
WY,Mine Cutting and Channeling Machine Operators,100,38.82,"80,740"
WY,"Roof Bolters, Mining",80,44.58,"92,720"
WY,"Roustabouts, Oil and Gas","1,920",21.39,"44,490"
WY,Helpers--Extraction Workers,440,17.91,"37,250"
WY,"Extraction Workers, All Other",150,*,*
WY,"Installation, Maintenance, and Repair Occupations","17,190",27.10,"56,360"
WY,"First-Line Supervisors of Mechanics, Installers, and Repairers","1,730",37.65,"78,310"
WY,"Computer, Automated Teller, and Office Machine Repairers",70,20.72,"43,110"
WY,"Radio, Cellular, and Tower Equipment Installers and Repairers",60,27.20,"56,580"
WY,"Telecommunications Equipment Installers and Repairers, Except Line Installers",350,28.44,"59,160"
WY,"Electric Motor, Power Tool, and Related Repairers",**,20.86,"43,390"
WY,"Electrical and Electronics Installers and Repairers, Transportation Equipment",30,35.14,"73,090"
WY,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",180,34.25,"71,250"
WY,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",50,41.26,"85,810"
WY,Security and Fire Alarm Systems Installers,50,21.28,"44,250"
WY,Aircraft Mechanics and Service Technicians,210,28.07,"58,390"
WY,Automotive Body and Related Repairers,310,22.69,"47,190"
WY,Automotive Glass Installers and Repairers,90,17.39,"36,180"
WY,Automotive Service Technicians and Mechanics,"1,420",22.35,"46,490"
WY,Bus and Truck Mechanics and Diesel Engine Specialists,930,25.66,"53,380"
WY,Farm Equipment Mechanics and Service Technicians,70,22.84,"47,510"
WY,"Mobile Heavy Equipment Mechanics, Except Engines","1,460",30.90,"64,260"
WY,Rail Car Repairers,250,29.20,"60,730"
WY,Motorcycle Mechanics,90,16.93,"35,220"
WY,Outdoor Power Equipment and Other Small Engine Mechanics,60,19.26,"40,070"
WY,Bicycle Repairers,50,17.54,"36,480"
WY,Recreational Vehicle Service Technicians,80,15.38,"31,990"
WY,Tire Repairers and Changers,320,13.44,"27,960"
WY,Mechanical Door Repairers,40,19.81,"41,210"
WY,"Control and Valve Installers and Repairers, Except Mechanical Door",500,33.88,"70,470"
WY,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",640,22.75,"47,320"
WY,Home Appliance Repairers,60,17.97,"37,370"
WY,Industrial Machinery Mechanics,"2,400",32.70,"68,020"
WY,"Maintenance Workers, Machinery",420,37.20,"77,380"
WY,Electrical Power-Line Installers and Repairers,390,37.75,"78,510"
WY,Telecommunications Line Installers and Repairers,110,26.49,"55,100"
WY,Medical Equipment Repairers,40,22.61,"47,020"
WY,"Precision Instrument and Equipment Repairers, All Other",70,32.76,"68,140"
WY,"Maintenance and Repair Workers, General","3,390",19.72,"41,020"
WY,Wind Turbine Service Technicians,160,22.18,"46,140"
WY,Riggers,60,20.09,"41,790"
WY,"Helpers--Installation, Maintenance, and Repair Workers",200,15.33,"31,880"
WY,"Installation, Maintenance, and Repair Workers, All Other",210,22.22,"46,210"
WY,Production Occupations,"12,540",26.61,"55,340"
WY,First-Line Supervisors of Production and Operating Workers,"1,250",39.37,"81,880"
WY,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",70,19.46,"40,470"
WY,Structural Metal Fabricators and Fitters,30,19.45,"40,460"
WY,Fiberglass Laminators and Fabricators,**,16.58,"34,490"
WY,"Assemblers and Fabricators, All Other, Including Team Assemblers",580,17.87,"37,170"
WY,Bakers,270,15.46,"32,150"
WY,Butchers and Meat Cutters,230,16.94,"35,240"
WY,"Meat, Poultry, and Fish Cutters and Trimmers",80,13.17,"27,390"
WY,Food Batchmakers,110,14.39,"29,930"
WY,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",70,20.83,"43,330"
WY,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",40,20.47,"42,570"
WY,Machinists,650,25.08,"52,160"
WY,Foundry Mold and Coremakers,30,20.09,"41,790"
WY,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",40,17.71,"36,840"
WY,"Welders, Cutters, Solderers, and Brazers","1,780",29.31,"60,960"
WY,Printing Press Operators,150,16.60,"34,540"
WY,Laundry and Dry-Cleaning Workers,620,11.51,"23,940"
WY,"Pressers, Textile, Garment, and Related Materials",60,9.95,"20,700"
WY,Sewing Machine Operators,90,13.90,"28,910"
WY,Cabinetmakers and Bench Carpenters,110,19.78,"41,140"
WY,"Sawing Machine Setters, Operators, and Tenders, Wood",**,15.36,"31,940"
WY,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",50,19.79,"41,170"
WY,Power Distributors and Dispatchers,80,45.60,"94,850"
WY,Power Plant Operators,270,37.93,"78,890"
WY,Stationary Engineers and Boiler Operators,90,32.77,"68,170"
WY,Water and Wastewater Treatment Plant and System Operators,450,25.34,"52,710"
WY,Chemical Plant and System Operators,170,35.07,"72,950"
WY,Gas Plant Operators,380,35.52,"73,870"
WY,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",900,35.71,"74,270"
WY,"Plant and System Operators, All Other",150,*,*
WY,Chemical Equipment Operators and Tenders,260,35.27,"73,370"
WY,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",350,35.26,"73,340"
WY,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",150,32.11,"66,790"
WY,"Mixing and Blending Machine Setters, Operators, and Tenders",370,20.73,"43,120"
WY,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",30,21.62,"44,960"
WY,"Inspectors, Testers, Sorters, Samplers, and Weighers",960,24.70,"51,380"
WY,Packaging and Filling Machine Operators and Tenders,360,21.97,"45,690"
WY,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",60,19.27,"40,080"
WY,"Painters, Transportation Equipment",90,25.80,"53,650"
WY,Helpers--Production Workers,250,17.58,"36,560"
WY,"Production Workers, All Other",120,26.19,"54,480"
WY,Transportation and Material Moving Occupations,"22,070",22.17,"46,110"
WY,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","1,020",30.80,"64,060"
WY,Commercial Pilots,130,*,"77,970"
WY,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",50,10.58,"22,010"
WY,"Bus Drivers, Transit and Intercity",260,17.38,"36,160"
WY,"Bus Drivers, School or Special Client","1,360",17.71,"36,830"
WY,Driver/Sales Workers,"1,430",13.90,"28,920"
WY,Heavy and Tractor-Trailer Truck Drivers,"6,340",24.13,"50,200"
WY,Light Truck or Delivery Services Drivers,"1,480",18.80,"39,100"
WY,Taxi Drivers and Chauffeurs,630,13.39,"27,850"
WY,"Motor Vehicle Operators, All Other",90,19.32,"40,180"
WY,Locomotive Engineers,610,38.75,"80,610"
WY,"Railroad Brake, Signal, and Switch Operators",260,28.07,"58,390"
WY,Railroad Conductors and Yardmasters,730,34.93,"72,660"
WY,Parking Lot Attendants,80,12.28,"25,540"
WY,Automotive and Watercraft Service Attendants,290,13.91,"28,920"
WY,Traffic Technicians,40,22.05,"45,870"
WY,Transportation Inspectors,170,33.88,"70,470"
WY,"Transportation Workers, All Other",40,17.91,"37,260"
WY,Conveyor Operators and Tenders,60,33.92,"70,560"
WY,Crane and Tower Operators,100,29.21,"60,750"
WY,Excavating and Loading Machine and Dragline Operators,570,34.49,"71,730"
WY,Hoist and Winch Operators,50,38.13,"79,320"
WY,Industrial Truck and Tractor Operators,"1,070",19.48,"40,520"
WY,Cleaners of Vehicles and Equipment,650,13.26,"27,580"
WY,"Laborers and Freight, Stock, and Material Movers, Hand","2,750",17.30,"35,990"
WY,"Packers and Packagers, Hand",580,11.04,"22,970"
WY,Gas Compressor and Gas Pumping Station Operators,100,28.63,"59,560"
WY,"Pump Operators, Except Wellhead Pumpers",110,*,*
WY,Wellhead Pumpers,320,30.35,"63,120"
WY,Refuse and Recyclable Material Collectors,300,17.86,"37,150"
WY,Mine Shuttle Car Operators,40,44.23,"92,010"
WY,"Tank Car, Truck, and Ship Loaders",50,22.45,"46,700"
GU,All Occupations,"60,170",17.57,"36,550"
GU,Management Occupations,"4,950",33.60,"69,890"
GU,Chief Executives,270,67.55,"140,510"
GU,General and Operations Managers,"1,500",30.85,"64,160"
GU,Marketing Managers,80,29.16,"60,640"
GU,Sales Managers,240,28.15,"58,550"
GU,Administrative Services Managers,690,28.14,"58,520"
GU,Computer and Information Systems Managers,80,40.15,"83,520"
GU,Financial Managers,330,35.64,"74,130"
GU,Industrial Production Managers,40,39.17,"81,470"
GU,Purchasing Managers,40,27.59,"57,380"
GU,"Transportation, Storage, and Distribution Managers",120,29.63,"61,620"
GU,Human Resources Managers,100,31.32,"65,150"
GU,Construction Managers,240,33.46,"69,590"
GU,"Education Administrators, Elementary and Secondary School",110,*,"74,170"
GU,"Education Administrators, All Other",240,46.13,"95,950"
GU,Architectural and Engineering Managers,40,41.82,"86,980"
GU,Food Service Managers,230,18.03,"37,510"
GU,Lodging Managers,60,24.44,"50,840"
GU,Medical and Health Services Managers,80,41.99,"87,340"
GU,"Property, Real Estate, and Community Association Managers",60,22.75,"47,320"
GU,Social and Community Service Managers,50,26.98,"56,130"
GU,"Managers, All Other",160,37.69,"78,400"
GU,Business and Financial Operations Occupations,"2,240",25.72,"53,510"
GU,Buyers and Purchasing Agents,190,24.92,"51,820"
